# 1st line: name of data. 2nd line: units of data.3rd line: paramter name. 4th line: parameter units.5th line: excitation energy units. 6th line: parameter value. 7th line: excitation energy value.following lines: data.
Time;Filtered photoAcoustic signal
µs;V/µJ
Wavelength;Wavelength
nm;nm
µJ;µJ
181.376;-3.96075583408557e-09
181.38;-1.4435511122427964e-09
181.38400000000001;1.0457371854668106e-09
181.388;3.49161580275911e-09
181.392;5.878988669516182e-09
181.39600000000002;8.193299122675635e-09
181.4;1.0420668082401267e-08
181.404;1.2548026715336757e-08
181.40800000000002;1.4563242146988162e-08
181.412;1.6455234831631032e-08
181.416;1.8214086250593474e-08
181.42000000000002;1.983113568813309e-08
181.424;2.1299064928013153e-08
181.428;2.261196982270047e-08
181.43200000000002;2.3765417810064325e-08
181.436;2.4756490588557767e-08
181.44;2.558381130992769e-08
181.44400000000002;2.624755580714869e-08
181.448;2.6749447542962205e-08
181.452;2.7092736139409518e-08
181.45600000000002;2.728215952921396e-08
181.46;2.7323889953805905e-08
181.464;2.72254642180982e-08
181.46800000000002;2.6995698796629175e-08
181.472;2.6644590567166012e-08
181.476;2.6183204124033204e-08
181.48;2.5623546792042608e-08
181.484;2.49784326207158e-08
181.488;2.4261336785337257e-08
181.492;2.3486241954176977e-08
181.496;2.2667478298016827e-08
181.5;2.1819558917099877e-08
181.504;2.0957012540169822e-08
181.508;2.0094215408963822e-08
181.512;1.9245224298174785e-08
181.516;1.8423612634583458e-08
181.52;1.7642311669110652e-08
181.524;1.691345862159399e-08
181.528;1.6248253660077727e-08
181.532;1.56568274945673e-08
181.536;1.5148121260095525e-08
181.54;1.472978023645182e-08
181.544;1.440806280321817e-08
181.548;1.41877658603263e-08
181.552;1.4072167757967485e-08
181.556;1.4062989577402431e-08
181.56;1.4160375388321137e-08
181.564;1.4362891881416785e-08
181.568;1.4667547539476295e-08
181.572;1.506983126942764e-08
181.576;1.556377017442746e-08
181.58;1.6142005902311947e-08
181.584;1.6795888767710635e-08
181.588;1.751558861298614e-08
181.592;1.829022115102297e-08
181.596;1.9107988323783265e-08
181.6;1.9956331017387614e-08
181.604;2.0822092300017855e-08
181.608;2.1691689195723513e-08
181.612;2.255129087755471e-08
181.616;2.338700105937022e-08
181.62;2.4185042288906763e-08
181.624;2.4931939796629833e-08
181.62800000000001;2.5614702536541833e-08
181.632;2.6220999067147773e-08
181.636;2.6739325963417756e-08
