# 1st line: name of data. 2nd line: units of data.3rd line: paramter name. 4th line: parameter units.5th line: excitation energy units. 6th line: parameter value. 7th line: excitation energy value.following lines: data.
Time;Filtered photoAcoustic signal
µs;V/µJ
Wavelength;Wavelength
nm;nm
µJ;µJ
93.596;2.3602017985984256e-08
93.60000000000001;2.4036261453791987e-08
93.604;2.4397656385367215e-08
93.608;2.4685649224662854e-08
93.61200000000001;2.4900554005051707e-08
93.616;2.504354144771209e-08
93.62;2.5116615091884455e-08
93.624;2.5122574780312585e-08
93.628;2.5064968025210043e-08
93.632;2.4948029974852425e-08
93.636;2.477661288524912e-08
93.64;2.4556106172283658e-08
93.644;2.4292348274441562e-08
93.648;2.399153169219929e-08
93.652;2.3660102685072946e-08
93.656;2.3304657199258557e-08
93.66;2.293183466616707e-08
93.664;2.2548211353740403e-08
93.668;2.216019496744824e-08
93.672;2.1773922185910022e-08
93.676;2.1395160777220788e-08
93.68;2.1029217876749664e-08
93.684;2.0680855916324698e-08
93.688;2.0354217579628895e-08
93.69200000000001;2.0052761021006613e-08
93.696;1.9779206426788093e-08
93.7;1.9535494822089095e-08
93.70400000000001;1.932275983453267e-08
93.708;1.9141312922441626e-08
93.712;1.8990642361936086e-08
93.71600000000001;1.8869426068381964e-08
93.72;1.87755581062277e-08
93.724;1.870618852094778e-08
93.72800000000001;1.8657775911092085e-08
93.732;1.8626151950784517e-08
93.736;1.8606596876765514e-08
93.74;1.8593924772426292e-08
93.744;1.858257731720652e-08
93.748;1.856672452593786e-08
93.752;1.8540370881614733e-08
93.756;1.8497465168727348e-08
93.76;1.8432012244369948e-08
93.764;1.8338184942117707e-08
93.768;1.8210434289979392e-08
93.772;1.8043596238970675e-08
93.776;1.7832993142951566e-08
93.78;1.7574528302798935e-08
93.784;1.7264771987769125e-08
93.788;1.6901037472627575e-08
93.792;1.648144577894249e-08
93.796;1.6004977980630414e-08
93.8;1.5471514124811795e-08
93.804;1.4881858026368845e-08
93.808;1.4237747415108956e-08
93.812;1.3541849144706865e-08
93.816;1.2797739409026643e-08
93.82000000000001;1.2009869150303891e-08
93.824;1.1183515081213528e-08
93.828;1.032471697528141e-08
93.83200000000001;9.440202103698236e-09
93.836;8.53729790774371e-09
93.84;7.623834191303372e-09
93.84400000000001;6.708036294145846e-09
93.848;5.798410860804957e-09
93.852;4.903625949476801e-09
93.85600000000001;4.032387328082049e-09
93.86;3.1933128787344736e-09
93.864;2.394807075931266e-09
93.868;1.644937516932927e-09
93.872;9.513154646008497e-10
93.876;3.209823134849637e-10
93.88;-2.3969619023633687e-10
93.884;-7.251262542111017e-10
93.888;-1.1305712879852328e-09
93.892;-1.4522246750281016e-09
93.896;-1.6872688378865797e-09
93.9;-1.8339195743950928e-09
93.904;-1.891454869378921e-09
93.908;-1.8602276270872165e-09
93.912;-1.7416620209703288e-09
93.916;-1.5382334154611197e-09
93.92;-1.2534320750860722e-09
93.924;-8.917111354070998e-10
93.928;-4.584195638479264e-10
93.932;4.027891766816751e-11
93.936;5.974997461026669e-10
93.94;1.2057428516877368e-09
93.944;1.8570078063478048e-09
93.94800000000001;2.5429170113549176e-09
93.952;3.25484500855664e-09
93.956;3.984051888076965e-09
93.96000000000001;4.721818685384574e-09
93.964;5.45958261357468e-09
93.968;6.189069963640875e-09
93.97200000000001;6.90242452690819e-09
93.976;7.592329449615018e-09
93.98;8.252120519267795e-09
93.98400000000001;8.875889004721114e-09
93.988;9.458572325294253e-09
